"행정구역","2023년06월_계_총인구수","2023년06월_계_연령구간인구수","2023년06월_계_0~9세","2023년06월_계_10~19세","2023년06월_계_20~29세","2023년06월_계_30~39세","2023년06월_계_40~49세","2023년06월_계_50~59세","2023년06월_계_60~69세","2023년06월_계_70~79세","2023년06월_계_80~89세","2023년06월_계_90~99세","2023년06월_계_100세 이상"
"경상남도 거제시 장승포동(4831051000)","5,509","5,509","247","556","594","460","962","1,121","965","403","183","18","0"
"경상남도 거제시 능포동(4831053000)","8,792","8,792","366","813","809","674","1,393","1,934","1,767","713","277","45","1"
"경상남도 거제시 아주동(4831054000)","26,177","26,177","3,486","3,861","2,121","4,287","6,554","3,425","1,720","516","183","24","0"
"경상남도 거제시 옥포1동(4831055000)","6,826","6,826","425","659","660","789","1,263","1,361","1,136","401","114","18","0"
"경상남도 거제시 옥포2동(4831056000)","24,923","24,923","1,831","2,943","2,265","2,788","4,747","4,906","3,827","1,184","383","47","2"
"경상남도 거제시 장평동(4831057000)","20,655","20,655","1,388","2,063","2,495","2,889","4,205","4,412","2,347","623","201","31","1"
"경상남도 거제시 고현동(4831058000)","34,663","34,663","2,718","4,364","3,530","4,210","6,706","6,440","4,550","1,535","538","70","2"
"경상남도 거제시 상문동(4831059000)","33,130","33,130","4,367","5,341","2,586","4,775","7,862","4,923","2,229","729","267","49","2"
"경상남도 거제시 수양동(4831060000)","22,910","22,910","2,687","3,894","1,958","2,611","5,458","3,739","1,703","583","236","40","1"
"경상남도 양산시 (4833000000)","354,648","354,648","29,583","35,544","35,723","44,845","61,810","60,608","50,451","23,768","10,925","1,350","41"
"경상남도 양산시 물금읍(4833025300)","119,782","119,782","13,622","13,890","12,517","18,374","23,436","17,609","12,684","5,236","2,115","288","11"
"경상남도 양산시 동면(4833031000)","43,798","43,798","5,258","3,804","3,645","7,510","8,407","6,176","5,643","2,328","911","113","3"
"경상남도 양산시 원동면(4833032000)","3,334","3,334","81","113","129","173","246","517","1,033","649","344","47","2"
"경상남도 양산시 상북면(4833033000)","12,119","12,119","401","720","979","955","1,385","2,437","2,937","1,465","738","98","4"
"경상남도 양산시 하북면(4833034000)","7,900","7,900","129","484","637","502","784","1,644","2,096","994","524","101","5"
"경상남도 양산시 중앙동(4833051000)","10,996","10,996","358","544","1,179","1,164","1,355","2,232","2,489","1,124","483","67","1"
"경상남도 양산시 양주동(4833051500)","31,595","31,595","1,863","3,799","3,988","2,877","5,217","6,389","4,086","2,205","1,071","98","2"
"경상남도 양산시 삼성동(4833052000)","20,905","20,905","1,098","1,555","2,476","2,784","3,217","4,212","3,566","1,305","605","85","2"
"경상남도 양산시 강서동(4833053000)","8,730","8,730","520","983","953","870","1,562","1,615","1,302","603","279","43","0"
"경상남도 양산시 서창동(4833054000)","27,704","27,704","1,767","3,223","2,847","2,781","5,056","5,269","4,004","1,866","805","82","4"
"경상남도 양산시 소주동(4833055000)","19,805","19,805","1,101","1,693","1,900","1,948","3,206","3,881","3,334","1,732","907","101","2"
"경상남도 양산시 평산동(4833056000)","29,918","29,918","1,848","3,145","2,791","2,639","5,068","5,331","4,530","2,933","1,474","157","2"
"경상남도 양산시 덕계동(4833057000)","18,062","18,062","1,537","1,591","1,682","2,268","2,871","3,296","2,747","1,328","669","70","3"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","25,806","25,806","883","1,370","1,509","1,533","2,540","4,277","6,110","3,829","3,185","553","17"
"경상남도 의령군 의령읍(4872025000)","9,219","9,219","584","867","813","824","1,403","1,645","1,543","921","549","69","1"
"경상남도 의령군 가례면(4872031000)","1,632","1,632","23","44","68","71","125","259","479","285","238","39","1"
"경상남도 의령군 칠곡면(4872032000)","1,143","1,143","11","24","48","56","79","191","334","195","170","33","2"
"경상남도 의령군 대의면(4872033000)","1,034","1,034","33","36","48","44","67","162","272","177","154","41","0"
"경상남도 의령군 화정면(4872034000)","1,477","1,477","26","44","67","59","109","273","391","254","224","30","0"
"경상남도 의령군 용덕면(4872035000)","1,491","1,491","39","40","68","78","112","237","442","217","210","46","2"
"경상남도 의령군 정곡면(4872036000)","1,390","1,390","29","39","51","51","100","220","385","242","229","44","0"
"경상남도 의령군 지정면(4872037000)","1,812","1,812","22","50","71","70","118","294","522","352","269","42","2"
"경상남도 의령군 낙서면(4872038000)","714","714","16","18","22","27","38","93","206","149","125","19","1"
"경상남도 의령군 부림면(4872039000)","2,706","2,706","56","130","164","132","214","487","637","450","376","57","3"
"경상남도 의령군 봉수면(4872040000)","964","964","27","26","30","54","59","118","256","189","167","36","2"
"경상남도 의령군 궁류면(4872041500)","1,112","1,112","5","22","34","27","51","132","337","190","262","52","0"
"경상남도 의령군 유곡면(4872042000)","1,112","1,112","12","30","25","40","65","166","306","208","212","45","3"
"경상남도 함안군 (4873000000)","60,760","60,760","2,971","5,555","4,445","4,491","8,304","10,818","12,219","6,816","4,422","711","8"
"경상남도 함안군 가야읍(4873025000)","17,594","17,594","954","1,804","1,654","1,573","2,567","3,326","3,074","1,564","927","147","4"
"경상남도 함안군 칠원읍(4873025300)","18,476","18,476","1,373","2,642","1,406","1,477","3,534","3,230","2,748","1,342","615","108","1"
"경상남도 함안군 함안면(4873031000)","2,368","2,368","59","95","115","128","194","379","640","395","316","46","1"
"경상남도 함안군 군북면(4873032000)","5,817","5,817","221","251","370","484","523","888","1,422","856","685","116","1"
"경상남도 함안군 법수면(4873033000)","2,763","2,763","50","80","130","114","228","502","778","473","359","49","0"
"경상남도 함안군 대산면(4873034000)","3,260","3,260","38","124","145","129","235","524","872","644","474","75","0"
"경상남도 함안군 칠서면(4873035000)","5,076","5,076","194","395","351","328","623","1,031","1,077","614","397","66","0"
"경상남도 함안군 칠북면(4873036000)","1,848","1,848","20","45","75","71","128","304","540","355","278","32","0"
"경상남도 함안군 산인면(4873038000)","2,668","2,668","54","98","163","159","214","492","756","411","269","52","0"
"경상남도 함안군 여항면(4873039000)","890","890","8","21","36","28","58","142","312","162","102","20","1"
"경상남도 창녕군 (4874000000)","57,767","57,767","2,404","3,828","3,566","4,144","6,399","9,956","13,209","8,042","5,394","810","15"
"경상남도 창녕군 창녕읍(4874025000)","15,993","15,993","1,036","1,422","1,344","1,579","2,202","2,748","2,936","1,636","938","152","0"
"경상남도 창녕군 남지읍(4874025300)","11,756","11,756","720","1,030","701","939","1,665","2,012","2,417","1,328","815","126","3"
"경상남도 창녕군 고암면(4874031000)","1,742","1,742","42","68","74","78","94","284","460","319","272","49","2"
"경상남도 창녕군 성산면(4874032000)","1,566","1,566","27","29","55","85","99","267","470","287","209","38","0"
"경상남도 창녕군 대합면(4874033000)","3,652","3,652","76","146","189","214","319","654","887","612","490","65","0"
"경상남도 창녕군 이방면(4874034000)","2,352","2,352","47","253","90","103","150","334","585","408","339","42","1"
"경상남도 창녕군 유어면(4874035000)","1,701","1,701","36","42","74","70","125","250","448","356","264","34","2"
"경상남도 창녕군 대지면(4874036000)","2,381","2,381","91","171","136","145","271","401","503","360","258","41","4"
"경상남도 창녕군 계성면(4874037000)","2,193","2,193","40","62","115","126","164","410","545","394","294","43","0"
"경상남도 창녕군 영산면(4874038000)","5,091","5,091","112","297","346","334","548","955","1,265","734","447","52","1"
"경상남도 창녕군 장마면(4874039000)","1,821","1,821","31","50","75","88","134","302","474","349","279","38","1"
"경상남도 창녕군 도천면(4874040000)","2,596","2,596","68","104","144","140","231","488","699","409","271","42","0"
"경상남도 창녕군 길곡면(4874041000)","1,469","1,469","13","46","56","64","116","245","450","285","164","29","1"
"경상남도 창녕군 부곡면(4874042000)","3,454","3,454","65","108","167","179","281","606","1,070","565","354","59","0"
"경상남도 고성군 (4882000000)","49,857","49,857","1,832","3,979","3,362","3,039","5,812","8,794","10,717","6,949","4,564","797","12"
"경상남도 고성군 고성읍(4882025000)","23,532","23,532","1,309","2,644","2,032","1,830","3,508","4,323","4,109","2,332","1,251","193","1"
"경상남도 고성군 삼산면(4882031000)","1,749","1,749","25","81","68","78","145","274","474","351","216","37","0"
"경상남도 고성군 하일면(4882032000)","1,820","1,820","25","96","83","68","128","278","448","397","257","40","0"
"경상남도 고성군 하이면(4882033000)","2,591","2,591","71","160","182","147","265","440","629","397","257","42","1"
"경상남도 고성군 상리면(4882034000)","1,594","1,594","12","64","64","78","118","257","411","308","238","43","1"
"경상남도 고성군 대가면(4882035000)","1,653","1,653","29","49","64","54","128","250","483","293","236","66","1"
"경상남도 고성군 영현면(4882036000)","861","861","11","23","44","32","49","106","228","184","159","22","3"
"경상남도 고성군 영오면(4882037000)","1,399","1,399","39","50","73","64","101","243","366","216","204","43","0"
"경상남도 고성군 개천면(4882038000)","1,095","1,095","18","57","46","34","82","151","299","196","175","36","1"
"경상남도 고성군 구만면(4882039000)","1,007","1,007","25","31","40","37","61","155","274","201","149","34","0"
"경상남도 고성군 회화면(4882040000)","3,506","3,506","106","302","195","206","339","620","823","547","318","50","0"
"경상남도 고성군 마암면(4882041000)","1,699","1,699","17","42","61","59","142","318","422","337","251","49","1"
"경상남도 고성군 동해면(4882042000)","3,081","3,081","42","126","168","127","254","561","792","555","389","66","1"
"경상남도 고성군 거류면(4882043000)","4,270","4,270","103","254","242","225","492","818","959","635","464","76","2"
"경상남도 남해군 (4884000000)","41,243","41,243","1,394","2,653","2,644","2,236","4,002","6,726","8,951","6,587","5,022","1,009","19"
"경상남도 남해군 남해읍(4884025000)","12,769","12,769","762","1,312","1,347","1,053","1,713","2,165","2,174","1,271","801","167","4"
"경상남도 남해군 이동면(4884031000)","3,667","3,667","65","267","162","129","284","585","846","695","537","95","2"
"경상남도 남해군 상주면(4884032000)","1,616","1,616","48","106","76","79","145","269","362","246","241","44","0"
"경상남도 남해군 삼동면(4884033000)","3,787","3,787","103","186","159","183","333","603","894","678","529","119","0"
"경상남도 남해군 미조면(4884034000)","2,137","2,137","55","122","144","112","197","404","540","346","184","32","1"
"경상남도 남해군 남면(4884035000)","3,358","3,358","58","137","146","132","282","560","743","659","537","99","5"
"경상남도 남해군 서면(4884036000)","2,448","2,448","42","79","93","80","172","371","568","467","476","99","1"
"경상남도 남해군 고현면(4884037000)","3,335","3,335","96","155","146","159","264","509","745","623","518","120","0"
"경상남도 남해군 설천면(4884038000)","2,737","2,737","54","79","123","94","168","404","698","541","467","105","4"
"경상남도 남해군 창선면(4884039000)","5,389","5,389","111","210","248","215","444","856","1,381","1,061","732","129","2"
"경상남도 하동군 (4885000000)","42,106","42,106","1,389","2,468","2,595","2,317","4,033","7,647","9,865","6,244","4,669","861","18"
"경상남도 하동군 하동읍(4885025000)","9,469","9,469","447","785","815","743","1,175","1,746","1,823","1,141","701","91","2"
"경상남도 하동군 화개면(4885031000)","2,946","2,946","63","161","180","121","273","670","711","439","285","42","1"
"경상남도 하동군 악양면(4885032000)","3,449","3,449","88","162","180","147","290","655","855","547","436","89","0"
"경상남도 하동군 적량면(4885033000)","1,855","1,855","44","88","91","86","140","298","490","297","274","46","1"
"경상남도 하동군 횡천면(4885034000)","1,812","1,812","41","67","74","85","129","280","503","300","280","53","0"
"경상남도 하동군 고전면(4885035000)","2,071","2,071","35","95","107","84","171","342","532","348","279","78","0"
"경상남도 하동군 금남면(4885036000)","3,241","3,241","65","145","158","157","252","570","831","573","403","82","5"
"경상남도 하동군 진교면(4885037000)","5,703","5,703","267","413","384","345","654","1,002","1,224","744","549","119","2"
"경상남도 하동군 양보면(4885038000)","1,647","1,647","23","53","63","58","102","261","432","303","285","67","0"
"경상남도 하동군 북천면(4885039000)","1,595","1,595","46","61","66","68","118","270","397","281","247","41","0"
"경상남도 하동군 청암면(4885040000)","1,373","1,373","50","78","56","66","95","238","404","224","135","26","1"
"경상남도 하동군 옥종면(4885041000)","4,146","4,146","127","220","185","202","333","775","1,053","643","510","93","5"
"경상남도 하동군 금성면(4885042000)","2,799","2,799","93","140","236","155","301","540","610","404","285","34","1"
"경상남도 산청군 (4886000000)","34,114","34,114","1,057","1,908","2,039","1,834","3,054","6,059","8,244","5,265","3,973","663","18"
